area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
5085,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,3.58,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,10.9,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
6000,5,11411,57,0,2017,A,,188,418,30608620,5810166,333436,1408,73212,,0.57,0.56,0.43,0.37,0.23,0.77,0.77,,-4,-2.1,2,0.5,-2009630,-6.2,-869192,-13,-52382,-13.6,-100,-6.6,-5213,-6.6
6001,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.15,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
6007,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.55,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,5,11411,77,0,2017,A,,43,87,5629250,1352727,83667,1242,64580,,248.03,244.64,286.36,290.44,180.39,1.17,1.17,,1,2.4,12,16,-1298824,-18.7,-122118,-8.3,-7580,-8.3,-527,-29.8,-27386,-29.8
6017,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,5,11411,77,0,2017,A,N,44,0,0,0,0,0,0,N,38.4,0,0,0,0,0,0,N,-1,-2.2,0,0,0,0,0,0,0,0,0,0,0,0
6029,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.25,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,5,11411,77,0,2017,A,N,12,0,0,0,0,0,0,N,0.12,0,0,0,0,0,0,N,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0
6041,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,5,11411,77,0,2017,A,,16,45,3919341,622114,38258,1684,87583,,17.8,31.83,49.18,24.68,16.88,1.55,1.55,,0,0,4,9.8,325052,9,-29469,-4.5,-2078,-5.2,12,0.7,624,0.7
6053,5,11411,77,0,2017,A,,8,29,2655904,539047,33421,1787,92918,,2.73,3.47,4.66,2.91,1.74,1.36,1.36,,-2,-20,6,26.1,590832,28.6,59055,12.3,3661,12.3,28,1.6,1476,1.6
6059,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,0.12,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,5,11411,77,0,2017,A,N,21,0,0,0,0,0,0,N,0.89,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.08,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,1.35,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,5,11411,77,0,2017,A,,5,5,384498,86351,4920,1479,76900,,0.83,0.28,0.13,0.21,0.14,0.46,0.46,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.06,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,5,11411,77,0,2017,A,,6,15,830176,228273,12574,1070,55654,,2.92,3.27,2.54,2.47,1.48,0.78,0.78,,0,0,5,50,217070,35.4,-101823,-30.8,-6420,-33.8,-129,-10.8,-6696,-10.7
6097,5,11411,77,0,2017,A,,6,5,415626,100385,4092,1476,76731,,1.4,0.55,0.61,0.55,0.25,1.02,1.02,N,-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
6111,5,11411,77,0,2017,A,,8,13,798217,212348,8378,1204,62605,,1.39,0.92,0.72,0.73,0.32,0.79,0.79,,0,0,1,8.3,90559,12.8,83037,64.2,3945,89,54,4.7,2803,4.7
6999,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
9000,5,11411,57,0,2017,A,N,9,0,0,0,0,0,0,N,0.35,0,0,0,0,0,0,N,-1,-10,0,0,0,0,0,0,0,0,0,0,0,0
9001,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,0.39,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9009,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,0.58,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,1.24,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
9013,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.45,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,5,11411,57,0,2017,A,N,3,0,0,0,0,0,0,N,0.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.14,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,1.37,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,5,11411,57,0,2017,A,,194,367,15411734,3614351,45083,808,42022,,1.33,0.98,0.59,0.46,0.25,0.6,0.6,,6,3.2,8,2.2,520826,3.5,-250367,-6.5,-5101,-10.2,11,1.4,553,1.3
12001,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.65,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,5,11411,77,0,2017,A,N,8,0,0,0,0,0,0,N,6.67,0,0,0,0,0,0,N,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0
12009,5,11411,77,0,2017,A,N,6,0,0,0,0,0,0,N,1.78,0,0,0,0,0,0,N,2,50,0,0,0,0,0,0,0,0,0,0,0,0
12011,5,11411,77,0,2017,A,,10,10,390375,129907,1397,721,37476,,0.67,0.29,0.15,0.17,0.07,0.51,0.51,,1,11.1,-1,-9.1,-88712,-18.5,13822,11.9,104,8,-98,-12,-5110,-12
12015,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.01,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12017,5,11411,77,0,2017,A,N,5,0,0,0,0,0,0,N,7.52,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12021,5,11411,77,0,2017,A,N,5,0,0,0,0,0,0,N,1.68,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,20.77,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,5,11411,77,0,2017,A,,9,8,223930,81452,446,512,26606,,1.42,0.36,0.14,0.18,0.04,0.36,0.35,,2,28.6,-1,-11.1,8991,4.2,2775,3.5,4,0.9,57,12.5,2943,12.4
12033,5,11411,77,0,2017,A,,4,6,222398,72876,1604,675,35115,,2.28,1.02,0.61,0.7,0.62,0.57,0.57,N,2,100,0,0,0,0,0,0,0,0,0,0,0,0
12037,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,24.97,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,23.63,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.27,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12057,5,11411,77,0,2017,A,,9,32,2518121,412885,11135,1505,78284,,1,1.08,1.12,0.66,0.77,1.03,1.03,,1,12.5,12,60,649931,34.8,85691,26.2,2583,30.2,-284,-15.9,-14738,-15.8
12061,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,1.84,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,5,11411,77,0,2017,A,N,11,0,0,0,0,0,0,N,2.34,0,0,0,0,0,0,N,-12,-52.2,0,0,0,0,0,0,0,0,0,0,0,0
12073,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.54,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,4.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081,5,11411,77,0,2017,A,N,5,0,0,0,0,0,0,N,2.16,0,0,0,0,0,0,N,1,25,0,0,0,0,0,0,0,0,0,0,0,0
12085,5,11411,77,0,2017,A,,5,7,228319,54600,1292,667,34681,,3.69,2.39,1.31,0.9,0.92,0.58,0.58,,-1,-16.7,0,0,-14680,-6,-16680,-23.4,663,105.4,30,4.7,1545,4.7
12086,5,11411,77,0,2017,A,,12,10,654290,128612,1588,1228,63833,,0.57,0.2,0.17,0.13,0.06,0.83,0.83,,3,33.3,1,11.1,-56849,-8,44612,53.1,632,66.1,-365,-22.9,-19018,-23
12087,5,11411,77,0,2017,A,,33,72,2509267,628626,4595,669,34811,,34.07,40.36,23.71,15.72,6.36,0.59,0.59,,1,3.1,-5,-6.5,-422283,-14.4,-57234,-8.3,-3601,-43.9,-68,-9.2,-3510,-9.2
12089,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,2.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091,5,11411,77,0,2017,A,N,6,0,0,0,0,0,0,N,4.4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12093,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,4.73,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12095,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.11,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12099,5,11411,77,0,2017,A,,9,16,991135,154769,2023,1217,63264,,0.75,0.61,0.49,0.26,0.15,0.82,0.82,,0,0,5,45.5,372110,60.1,12094,8.5,-323,-13.8,159,15,8240,15
12101,5,11411,77,0,2017,A,,4,5,122329,46899,547,448,23301,,1.72,0.99,0.44,0.48,0.28,0.42,0.42,,-1,-20,-2,-28.6,2189,1.8,-12812,-21.5,-552,-50.2,93,26.2,4818,26.1
12103,5,11411,77,0,2017,A,N,11,0,0,0,0,0,0,N,1.56,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12105,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.35,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12109,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.65,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12111,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,2.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12113,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.37,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12115,5,11411,77,0,2017,A,N,4,0,0,0,0,0,0,N,1.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12117,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.62,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12127,5,11411,77,0,2017,A,,5,20,404435,181075,2002,392,20392,,1.63,2.68,0.96,1.29,0.63,0.36,0.36,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12129,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,26.62,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12131,5,11411,77,0,2017,A,,4,4,99265,42777,758,441,22907,,7.21,3.57,1.64,1.82,1.7,0.43,0.42,N,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
12999,5,11411,77,0,2017,A,N,4,0,0,0,0,0,0,N,0.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,5,11411,57,0,2017,A,,7,8,303714,117832,800,730,37964,,0.12,0.04,0.02,0.02,0,0.5,0.5,,-3,-30,-1,-11.1,52974,21.1,3053,2.7,-160,-16.7,209,40.1,10857,40.1
13029,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,6.91,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,5.32,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,5,11411,77,0,2017,A,,3,5,178833,66064,483,764,39741,,1.73,0.75,0.41,0.39,0.09,0.6,0.6,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13089,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13191,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,23.28,0,0,0,0,0,0,N,-3,-75,0,0,0,0,0,0,0,0,0,0,0,0
15000,5,11411,57,0,2017,A,,63,112,7040261,4910682,129279,1206,62719,,7.05,3.9,3.41,2.64,3.18,0.87,0.87,,1,1.6,-10,-8.2,-615353,-8,-519283,-9.6,-8868,-6.4,-6,-0.5,-290,-0.5
15001,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,1.7,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003,5,11411,77,0,2017,A,N,61,0,0,0,0,0,0,N,10.87,0,0,0,0,0,0,N,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0
16000,5,11411,57,0,2017,A,,12,11,319525,239460,3118,576,29955,,0.9,0.35,0.17,0.13,0.07,0.5,0.5,,2,20,-3,-21.4,72038,29.1,-8027,-3.2,-191,-5.8,232,67.4,12064,67.4
16001,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.29,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16013,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,2.83,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16027,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.93,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16049,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,16.51,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16055,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.87,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16069,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,7.46,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
16071,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,33.56,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16075,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,7.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16999,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,1.52,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
17000,5,11411,57,0,2017,A,N,1,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
17097,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.23,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000,5,11411,57,0,2017,A,N,1,0,0,0,0,0,0,N,0.05,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
19001,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,15.97,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
21000,5,11411,57,0,2017,A,N,2,0,0,0,0,0,0,N,0.08,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21075,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,23.88,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21145,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.92,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
22000,5,11411,57,0,2017,A,,68,311,23733515,3482995,80967,1468,76334,,2.4,3.71,4.21,1.95,1.39,1.13,1.13,,3,4.6,5,1.6,2176990,10.1,-183103,-5,-672,-0.8,113,8.3,5888,8.4
22001,5,11411,77,0,2017,A,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22023,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,25.73,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22033,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,0.89,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22045,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,2.44,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22051,5,11411,77,0,2017,A,N,14,0,0,0,0,0,0,N,4.66,0,0,0,0,0,0,N,1,7.7,0,0,0,0,0,0,0,0,0,0,0,0
22053,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,6.16,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
22055,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,0.48,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22057,5,11411,77,0,2017,A,N,3,0,0,0,0,0,0,N,6.79,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22071,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,0.73,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22075,5,11411,77,0,2017,A,N,12,0,0,0,0,0,0,N,69.65,0,0,0,0,0,0,N,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0
22087,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,5.8,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
22089,5,11411,77,0,2017,A,N,2,0,0,0,0,0,0,N,7.67,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22103,5,11411,77,0,2017,A,N,7,0,0,0,0,0,0,N,3.91,0,0,0,0,0,0,N,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0
22105,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.59,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
22109,5,11411,77,0,2017,A,,15,70,2503938,672607,3858,689,35813,,21.27,32.13,16.27,13.87,2.65,0.51,0.51,,0,0,-7,-9.1,352830,16.4,-97113,-12.6,-2212,-36.4,151,28.1,7816,27.9
22113,5,11411,77,0,2017,A,N,4,0,0,0,0,0,0,N,15.43,0,0,0,0,0,0,N,-1,-20,0,0,0,0,0,0,0,0,0,0,0,0
23000,5,11411,57,0,2017,A,,413,713,48889573,11966294,303057,1318,68545,,35.38,26.66,28.77,16.59,11.2,1.08,1.08,,34,9,147,26,15273786,45.4,2601252,27.8,56741,23,176,15.4,9179,15.5
23005,5,11411,77,0,2017,A,,60,63,2176906,1073200,19134,665,34554,,19.79,7.86,3.74,4.59,2.34,0.48,0.48,,5,9.1,2,3.3,-94910,-4.2,35602,3.4,-4350,-18.5,-47,-6.6,-2486,-6.7
23009,5,11411,77,0,2017,A,,101,86,4964384,1615833,26628,1117,58063,,177.74,87.83,93.03,61.21,20.85,1.07,1.07,,10,11,10,13.2,-134461,-2.6,160482,11,853,3.3,-176,-13.6,-9175,-13.6
23011,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,1.16,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23013,5,11411,77,0,2017,A,,130,463,37772337,7575088,226741,1570,81626,,293.86,598.86,874.34,348.45,258.11,1.46,1.46,,11,9.2,125,37,15406350,68.9,2383749,45.9,62540,38.1,298,23.4,15503,23.4
23015,5,11411,77,0,2017,A,,71,59,1855049,929803,13218,603,31353,,203.37,121.18,74.11,70.94,27.05,0.61,0.61,,2,2.9,4,7.3,-27487,-1.5,-57855,-5.9,-2698,-17,-57,-8.6,-2979,-8.7
23023,5,11411,77,0,2017,A,N,1,0,0,0,0,0,0,N,4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23027,5,11411,77,0,2017,A,N,6,0,0,0,0,0,0,N,22.34,0,0,0,0,0,0,N,1,20,0,0,0,0,0,0,0,0,0,0,0,0
