"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01117","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",2.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01119","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",95.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","11251","57","0","2015","A","",33,311,12998899,9167732,224207,804,41820,"",16.64,20.50,22.99,15.95,23.45,1.12,1.12,"",1,3.1,-2,-0.6,561852,4.5,286420,3.2,-32376,-12.6,39,5.1,2053,5.2
"02110","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",9.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02122","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",11.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02130","5","11251","77","0","2015","A","N",8,0,0,0,0,0,0,"N",146.45,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"02150","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",44.90,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02195","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",135.80,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02198","5","11251","77","0","2015","A","",3,13,410578,344802,7626,611,31787,"",140.04,135.87,162.73,112.92,137.57,1.20,1.21,"",-2,-40.0,-4,-23.5,-112445,-21.5,-120936,-26.0,-5058,-39.9,33,5.7,1757,5.9
"02220","5","11251","77","0","2015","A","N",4,0,0,0,0,0,0,"N",117.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02261","5","11251","77","0","2015","A","N",7,0,0,0,0,0,0,"N",137.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02275","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",231.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02282","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",238.37,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",15.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","5","11251","57","0","2015","A","N",4,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",3.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"04027","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",3.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05000","5","11251","57","0","2015","A","",51,406,13420120,5385400,185265,636,33075,"",6.50,7.54,8.95,6.12,10.16,1.19,1.19,"",-2,-3.8,-23,-5.4,-343948,-2.5,-328052,-5.7,-31239,-14.4,20,3.2,1022,3.2
"05003","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",19.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05007","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05017","5","11251","77","0","2015","A","",8,36,1165023,533378,36503,618,32139,"",178.54,237.79,370.70,250.64,642.39,1.55,1.55,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"05031","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",8.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05041","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",20.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05043","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",21.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05051","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05055","5","11251","77","0","2015","A","",6,72,2598279,876977,25453,696,36213,"",74.85,101.62,151.07,76.32,63.88,1.49,1.49,"",0,0.0,-7,-8.9,-44944,-1.7,-73981,-7.8,-5418,-17.6,53,8.2,2754,8.2
"05067","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",23.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05073","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",125.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05077","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",37.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05085","5","11251","77","0","2015","A","",17,149,5178920,1973456,30240,669,34777,"",145.39,235.79,370.23,194.88,171.16,1.57,1.57,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05095","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",35.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05107","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",13.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05117","5","11251","77","0","2015","A","",7,53,1618016,638171,23773,591,30722,"",292.62,762.86,1055.94,551.33,850.88,1.39,1.39,"",0,0.0,0,0.0,-26571,-1.6,-28226,-4.2,-1099,-4.4,-6,-1.0,-308,-1.0
"05123","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",14.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","5","11251","57","0","2015","A","",56,376,15033418,3322842,140744,769,39991,"",0.44,0.50,0.48,0.39,0.44,0.95,0.95,"",-1,-1.8,13,3.6,1100806,7.9,299612,9.9,9749,7.4,30,4.1,1565,4.1
"06013","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06015","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",14.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06019","5","11251","77","0","2015","A","",3,6,217053,39173,2093,726,37748,"",1.05,0.36,0.47,0.21,0.29,1.36,1.36,"",-1,-25.0,-2,-25.0,-244515,-53.0,-36067,-47.9,-2318,-52.6,-329,-31.2,-17092,-31.2
"06023","5","11251","77","0","2015","A","",6,20,514328,271964,9185,486,25295,"",13.97,9.35,9.47,13.52,12.25,0.99,1.00,"",0,0.0,1,5.3,58919,12.9,119835,78.8,2880,45.7,27,5.9,1431,6.0
"06025","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",3.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06029","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06037","5","11251","77","0","2015","A","",4,42,1481225,362370,19598,674,35059,"",0.10,0.22,0.19,0.16,0.24,0.88,0.88,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"06039","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",5.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06041","5","11251","77","0","2015","A","",3,20,1023452,201648,7807,1005,52261,"",2.78,3.90,4.52,3.45,3.75,1.18,1.18,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06045","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",2.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06047","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",3.69,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"06051","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",18.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06053","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06065","5","11251","77","0","2015","A","",6,18,505118,175610,8406,550,28592,"",1.20,0.60,0.57,0.53,0.68,0.98,0.98,"",-1,-14.3,2,12.5,59241,13.3,211,0.1,391,4.9,-3,-0.5,-174,-0.6
"06067","5","11251","77","0","2015","A","",3,43,2525189,332971,11458,1134,58954,"",0.63,1.50,2.27,1.29,1.17,1.52,1.52,"",0,0.0,-1,-2.3,128731,5.4,36726,12.4,1980,20.9,85,8.1,4386,8.0
"06071","5","11251","77","0","2015","A","",3,12,201306,89031,3153,337,17505,"",0.63,0.38,0.22,0.26,0.25,0.59,0.59,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06073","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06075","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06079","5","11251","77","0","2015","A","N",4,0,0,0,0,0,0,"N",4.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06083","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"06087","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",2.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06095","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06097","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",1.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"06099","5","11251","77","0","2015","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06103","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",6.39,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"06999","5","11251","77","0","2015","A","",4,23,1310308,51022,1764,1104,57386,"",1.04,1.34,1.31,0.17,0.15,0.98,0.98,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08000","5","11251","57","0","2015","A","",6,39,1192390,453133,11274,585,30444,"",0.36,0.34,0.28,0.22,0.31,0.82,0.83,"",0,0.0,-5,-11.4,89016,8.1,-35843,-7.3,-3028,-21.2,101,20.9,5272,20.9
"08003","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",20.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08021","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",76.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08043","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",12.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08069","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08105","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",28.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08123","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09000","2","11251","57","0","2015","A","N",2,0,0,0,0,0,0,"N",2.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09000","5","11251","57","0","2015","A","N",10,0,0,0,0,0,0,"N",0.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09001","5","11251","77","0","2015","A","N",7,0,0,0,0,0,0,"N",2.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09003","2","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",5.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09009","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09011","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",3.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"09015","2","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",58.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12000","5","11251","57","0","2015","A","",82,515,18729359,4769604,53340,700,36397,"",1.43,1.40,1.62,1.12,0.78,1.16,1.16,"",9,12.3,60,13.2,2272480,13.8,328798,7.4,-15922,-23.0,4,0.6,215,0.6
"12001","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",3.32,0,0,0,0,0,0,"N",-2,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"12007","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",42.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12009","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"12011","5","11251","77","0","2015","A","",3,6,407002,58332,402,1269,66000,"",0.51,0.17,0.35,0.14,0.06,1.99,1.99,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"12017","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",7.31,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"12021","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"12051","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",26.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12053","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",3.27,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12055","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",5.03,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12057","5","11251","77","0","2015","A","",11,87,3931021,744027,6766,871,45314,"",3.12,2.96,3.93,2.14,1.17,1.33,1.33,"",3,37.5,-5,-5.4,242698,6.6,-225746,-23.3,-5028,-42.6,96,12.4,5004,12.4
"12059","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",32.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12061","5","11251","77","0","2015","A","N",5,0,0,0,0,0,0,"N",11.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12063","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",12.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12069","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12071","5","11251","77","0","2015","A","",3,36,1191561,483638,2859,629,32720,"",1.65,3.28,3.89,3.80,1.50,1.17,1.17,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12075","5","11251","77","0","2015","A","",6,18,822388,88360,213,879,45688,"",74.28,46.05,102.68,22.05,3.69,2.23,2.23,"",0,0.0,6,50.0,36482,4.6,-5640,-6.0,-468,-68.7,-398,-31.2,-20727,-31.2
"12081","5","11251","77","0","2015","A","N",3,0,0,0,0,0,0,"N",3.35,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"12085","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","5","11251","77","0","2015","A","",8,19,1596514,160420,3085,1609,83660,"",0.96,0.38,0.94,0.28,0.32,2.43,2.43,"",1,14.3,2,11.8,26899,1.7,-1105,-0.7,-2457,-44.3,-175,-9.8,-9125,-9.8
"12087","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",5.11,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12093","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",11.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12095","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12097","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12099","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12101","5","11251","77","0","2015","A","",6,12,288297,169595,1077,482,25069,"",6.54,2.42,2.34,3.23,1.41,1.01,1.01,"",2,50.0,8,200.0,219905,321.5,138394,443.6,891,479.0,153,46.5,7971,46.6
"12103","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12105","5","11251","77","0","2015","A","",7,45,1042533,432463,3306,447,23254,"",6.25,4.83,4.17,4.08,2.09,0.87,0.87,"",1,16.7,7,18.4,201272,23.9,52377,13.8,-849,-20.4,26,6.2,1356,6.2
"12109","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.72,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12111","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",3.73,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12117","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12119","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",6.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"12127","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"12999","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13000","5","11251","57","0","2015","A","",9,77,2363589,857211,10795,589,30630,"",0.35,0.41,0.37,0.31,0.24,0.91,0.91,"",1,12.5,-3,-3.8,17625,0.8,19791,2.4,1682,18.5,23,4.1,1214,4.1
"13027","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",38.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13087","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",16.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13115","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",5.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13163","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",30.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13205","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",23.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13219","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",21.24,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13235","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",52.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13281","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",34.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"15000","5","11251","57","0","2015","A","",20,409,18030716,13554700,182820,847,44067,"",5.73,14.02,19.35,13.68,17.17,1.38,1.38,"",3,17.6,143,53.8,7293770,67.9,5159603,61.5,17660,10.7,71,9.1,3740,9.3
"15001","5","11251","77","0","2015","A","",14,296,14730155,10653432,142693,957,49764,"",30.62,96.24,172.10,105.26,116.50,1.79,1.79,"",4,40.0,123,71.1,6903454,88.2,4873096,84.3,21965,18.2,87,10.0,4545,10.1
"15003","5","11251","77","0","2015","A","",4,52,1212811,1106012,14995,446,23175,"",1.79,2.45,1.72,1.56,2.02,0.70,0.70,"",0,0.0,16,44.4,127163,11.7,75147,7.3,-3254,-17.8,-142,-24.1,-7407,-24.2
"15007","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",4.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"15009","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",1.90,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"16000","5","11251","57","0","2015","A","",18,138,4336828,3440239,28772,603,31369,"",3.60,4.54,5.39,3.58,3.01,1.19,1.19,"",3,20.0,4,3.0,163322,3.9,259484,8.2,5603,24.2,5,0.8,281,0.9
"16005","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",5.09,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"16029","5","11251","77","0","2015","A","N",2,0,0,0,0,0,0,"N",78.07,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"16047","5","11251","77","0","2015","A","",9,86,2519912,1965649,15286,563,29301,"",191.69,317.51,416.13,221.92,207.59,1.31,1.31,"",0,0.0,1,1.2,3077,0.1,44197,2.3,1835,13.6,-9,-1.6,-425,-1.4
"16053","5","11251","77","0","2015","A","N",1,0,0,0,0,0,0,"N",16.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
