area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
5017,5,11251,77,0,2016,A,,7,29,1134752,447083,35321,755,39242,,154.43,196.87,349.03,209.61,735.71,1.78,1.78,,-1,-12.5,-7,-19.4,-30271,-2.6,-86295,-16.2,-1182,-3.2,137,22.2,7103,22.1
5031,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,8.19,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,20.71,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,21.36,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,3.69,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,5,11251,77,0,2016,A,,5,75,2535387,901059,34042,651,33843,,64.45,107.37,141.21,79.48,173.94,1.32,1.32,,-1,-16.7,3,4.2,-62892,-2.4,24082,2.7,8589,33.7,-45,-6.5,-2370,-6.5
5067,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,24.99,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,63.38,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
5077,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,37.86,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,5,11251,77,0,2016,A,,15,138,5661200,1907415,19562,790,41098,,130.86,216.2,368.33,179.78,129.55,1.71,1.71,,-2,-11.8,-11,-7.4,482280,9.3,-66041,-3.3,-10678,-35.3,121,18.1,6321,18.2
5095,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,36.77,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,14.36,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,5,11251,77,0,2016,A,,7,50,1700343,681988,21871,650,33782,,299.64,740.62,1088.02,628.13,997.61,1.46,1.46,,0,0,-3,-5.7,82327,5.1,43817,6.9,-1902,-8,59,10,3060,10
5123,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,15.11,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,5,11251,57,0,2016,A,,57,393,16312783,3504489,141353,799,41526,,0.44,0.52,0.47,0.39,0.45,0.92,0.92,,1,1.8,17,4.5,1279365,8.5,181647,5.5,609,0.4,30,3.9,1535,3.8
6013,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,14.38,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,0.69,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
6023,5,11251,77,0,2016,A,N,6,0,0,0,0,0,0,N,13.91,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,3.23,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,1.29,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,5,11251,77,0,2016,A,N,3,0,0,0,0,0,0,N,0.07,0,0,0,0,0,0,N,-1,-25,0,0,0,0,0,0,0,0,0,0,0,0
6039,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,5.65,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,5,11251,77,0,2016,A,,3,20,680588,173801,6680,644,33472,,2.8,3.85,2.71,2.86,3.34,0.69,0.69,,0,0,0,0,-342864,-33.5,-27847,-13.8,-1127,-14.4,-361,-35.9,-18789,-36
6045,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,2.78,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,3.63,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,18.78,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,5,11251,77,0,2016,A,N,6,0,0,0,0,0,0,N,1.17,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,5,11251,77,0,2016,A,,3,44,2764413,343893,9893,1211,62947,,0.62,1.51,2.3,1.25,1.01,1.52,1.52,,0,0,1,2.3,239224,9.5,10922,3.3,-1565,-13.7,77,6.8,3993,6.8
6071,5,11251,77,0,2016,A,,3,13,241353,101602,2743,359,18685,,0.62,0.4,0.23,0.29,0.23,0.58,0.58,,0,0,1,8.3,40047,19.9,12571,14.1,-410,-13,22,6.5,1180,6.7
6073,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.11,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.19,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,5,11251,77,0,2016,A,N,4,0,0,0,0,0,0,N,4.53,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.76,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,5,11251,77,0,2016,A,,3,32,1299006,287708,13916,783,40700,,3.66,6.8,8.07,5.3,7.32,1.19,1.19,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
6097,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,1.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.78,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
6103,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,6.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999,5,11251,77,0,2016,A,,4,29,1643214,149053,5047,1090,56663,,0.81,1.67,1.58,0.47,0.46,0.95,0.95,,0,0,6,26.1,332906,25.4,98031,192.1,3283,186.1,-14,-1.3,-723,-1.3
8000,5,11251,57,0,2016,A,,7,41,1233799,486604,13855,581,30215,,0.42,0.35,0.27,0.22,0.4,0.77,0.77,,1,16.7,2,5.1,41409,3.5,33471,7.4,2581,22.9,-4,-0.7,-229,-0.8
8003,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,20.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.78,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
8021,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,76.48,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8043,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,12.5,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.99,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,28.26,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.68,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,2,11251,57,0,2016,A,N,2,0,0,0,0,0,0,N,2.92,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,5,11251,57,0,2016,A,,9,118,5104239,1965746,52464,831,43226,,0.88,1.56,1.42,1.31,1.25,0.91,0.91,N,-1,-10,0,0,0,0,0,0,0,0,0,0,0,0
9001,5,11251,77,0,2016,A,,7,114,4928000,1877949,50797,834,43387,,2.3,5.92,4.15,4.5,4.42,0.7,0.7,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,2,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,6.23,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9009,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.57,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
9015,2,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,61.39,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,5,11251,57,0,2016,A,,87,501,20359934,4273887,42238,782,40679,,1.52,1.33,1.59,0.95,0.85,1.2,1.2,,5,6.1,-14,-2.7,1630575,8.7,-495717,-10.4,-11102,-20.8,82,11.7,4282,11.8
12001,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,3.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12007,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,43.54,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12011,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,0.34,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
12017,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,3.76,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
12021,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,26.71,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,3.31,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,5.1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,5,11251,77,0,2016,A,,12,82,5360769,728734,3740,1261,65575,,3.39,2.71,4.81,1.99,0.88,1.78,1.78,,1,9.1,-5,-5.7,1429748,36.4,-15293,-2.1,-3026,-44.7,390,44.8,20261,44.7
12059,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,33.16,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,5,11251,77,0,2016,A,,5,39,1659020,528364,4098,827,42998,,11.63,17.11,24.72,19.95,13.66,1.46,1.46,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,25.32,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12069,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.46,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,5,11251,77,0,2016,A,N,3,0,0,0,0,0,0,N,1.63,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,5,11251,77,0,2016,A,,6,19,623759,80616,79,623,32403,,74.41,48.01,70.8,19.1,2.04,1.46,1.46,,0,0,1,5.6,-198629,-24.2,-7744,-8.8,-134,-62.9,-256,-29.1,-13285,-29.1
12081,5,11251,77,0,2016,A,N,3,0,0,0,0,0,0,N,3.33,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12085,5,11251,77,0,2016,A,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,-1,-100,0,0,0,0,0,0,0,0,0,0,0,0
12086,5,11251,77,0,2016,A,,9,24,1523811,193800,3628,1238,64386,,1.08,0.48,0.82,0.32,0.52,1.74,1.74,,1,12.5,5,26.3,-72703,-4.6,33380,20.8,543,17.6,-371,-23.1,-19274,-23
12087,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,5.18,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12093,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,12.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12095,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,0.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12097,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.77,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12099,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.21,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12101,5,11251,77,0,2016,A,,6,17,348500,146526,1748,406,21121,,6.54,3.31,2.53,2.59,3.06,0.79,0.79,,0,0,5,41.7,60203,20.9,-23069,-13.6,671,62.3,-76,-15.8,-3948,-15.7
12103,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.36,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
12105,5,11251,77,0,2016,A,N,7,0,0,0,0,0,0,N,6.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12109,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.7,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12111,5,11251,77,0,2016,A,N,3,0,0,0,0,0,0,N,5.59,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
12115,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.74,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12117,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.79,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12119,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,6.65,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12127,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,1.66,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
12999,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,0.55,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,5,11251,57,0,2016,A,,9,73,2329709,781033,9015,616,32023,,0.35,0.38,0.33,0.27,0.22,0.88,0.88,,0,0,-4,-5.2,-33880,-1.4,-76178,-8.9,-1780,-16.5,27,4.6,1393,4.5
13027,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,38.76,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13087,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,16.58,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13115,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,5.42,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13163,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,30.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,24.46,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,20.67,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,51.67,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13281,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,34.55,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,5,11251,57,0,2016,A,,21,378,18409367,13665520,140934,937,48745,,6.06,12.83,18.01,12.9,17.97,1.4,1.41,,1,5,-31,-7.6,378651,2.1,110820,0.8,-41886,-22.9,90,10.6,4678,10.6
15001,5,11251,77,0,2016,A,,14,285,14813075,10703413,104167,999,51961,,30.25,91.36,157.34,98.59,113.33,1.72,1.72,,0,0,-11,-3.7,82920,0.6,49981,0.5,-38526,-27,42,4.4,2197,4.4
15003,5,11251,77,0,2016,A,,5,34,1282794,1111204,15222,736,38292,,2.27,1.58,1.65,1.46,2.76,1.06,1.06,,1,25,-18,-34.6,69983,5.8,5192,0.5,227,1.5,290,65,15117,65.2
15007,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,4.38,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15009,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.9,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,5,11251,57,0,2016,A,,20,150,5019329,3801870,31039,643,33444,,3.9,4.79,5.62,3.69,3.32,1.17,1.17,,2,11.1,12,8.7,682501,15.7,361631,10.5,2267,7.9,40,6.6,2075,6.6
16001,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,0.77,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
16005,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,5.06,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16029,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,80.5,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16047,5,11251,77,0,2016,A,,9,87,2618448,2071563,15665,578,30068,,191.91,313.82,386.42,213.59,217.18,1.23,1.23,,0,0,1,1.2,98536,3.9,105914,5.4,379,2.5,15,2.7,767,2.6
16053,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,16.82,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16083,5,11251,77,0,2016,A,,4,40,1330423,1050531,8226,645,33540,,16.08,23.49,32.54,19.32,16.91,1.4,1.4,,0,0,2,5.3,9314,0.7,-14970,-1.4,-60,-0.7,-28,-4.2,-1456,-4.2
16999,5,11251,77,0,2016,A,N,3,0,0,0,0,0,0,N,5.95,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
17000,5,11251,57,0,2016,A,,8,19,731662,303276,17740,737,38340,,0.23,0.07,0.07,0.06,0.16,0.94,0.94,,0,0,-10,-34.5,-415088,-36.2,-171541,-36.1,-13911,-44,-23,-3,-1203,-3
17031,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,0.15,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,17.59,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,5,11251,77,0,2016,A,N,2,0,0,0,0,0,0,N,2.67,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17119,5,11251,77,0,2016,A,N,1,0,0,0,0,0,0,N,1.95,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
